item_id,carat,cut,color,clarity,depth,table,x,y,z
52318,0.33,Premium,F,SI1,60.9,59.0,4.42,4.45,2.7
53528,0.74,Ideal,I,VS1,62.5,56.0,5.76,5.8,3.61
45325,0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75
5120,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86
33034,0.32,Ideal,G,VVS1,61.2,55.0,4.41,4.44,2.71
3183,0.74,Ideal,F,VS1,62.0,54.8,5.81,5.83,3.61
25969,1.82,Premium,G,SI1,62.7,58.0,7.75,7.68,4.84
42701,0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1
28115,0.42,Ideal,F,SI2,62.1,56.0,4.8,4.83,2.99
53310,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.78,3.56
27381,0.41,Good,J,VS1,63.7,56.0,4.68,4.71,2.99
27711,0.36,Premium,I,VS2,62.7,59.0,4.58,4.54,2.86
39732,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21
45435,0.58,Ideal,H,VS1,61.2,55.0,5.39,5.42,3.31
43396,0.62,Fair,D,SI2,64.6,57.0,5.39,5.33,3.46
38644,0.33,Ideal,F,VVS2,61.3,56.0,4.46,4.44,2.73
19429,1.23,Ideal,H,VVS2,62.0,55.0,6.85,6.9,4.26
26849,2.01,Premium,I,VS2,59.2,62.0,8.17,8.14,4.83
27503,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0
48335,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39
35636,0.36,Very Good,H,SI2,61.2,55.0,4.59,4.62,2.81
31433,0.3,Ideal,H,IF,61.6,57.0,4.31,4.33,2.66
4844,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61
49771,0.5,Ideal,F,VVS2,62.0,55.0,5.12,5.1,3.17
37803,0.5,Very Good,J,SI1,63.2,55.0,5.07,5.03,3.19
14412,1.31,Ideal,I,SI2,61.0,59.0,7.05,7.01,4.29
51450,0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3
33375,0.41,Ideal,I,VVS2,62.3,56.0,4.73,4.77,2.96
45635,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5
33544,0.35,Ideal,D,VS2,62.0,55.0,4.47,4.53,2.79
32920,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0
3429,0.76,Ideal,D,VS2,61.2,57.0,5.91,5.89,3.61
25455,1.53,Premium,G,VS1,61.0,60.0,7.4,7.43,4.52
22934,1.4,Ideal,H,IF,60.9,57.0,7.22,7.29,4.42
6070,0.92,Very Good,F,SI1,63.5,58.0,6.16,6.12,3.9
16982,1.03,Premium,F,VS1,61.7,56.0,6.49,6.47,4.0
29720,0.31,Ideal,H,VVS1,61.5,56.0,4.34,4.38,2.68
21371,0.34,Ideal,D,SI1,61.2,57.0,4.48,4.51,2.75
19755,1.08,Ideal,F,VS1,62.1,53.0,6.6,6.64,4.11
10343,1.11,Very Good,E,SI2,62.0,58.0,6.61,6.68,4.12
21401,1.5,Very Good,G,SI1,62.2,58.0,7.21,7.28,4.51
37554,0.31,Ideal,G,IF,61.9,56.0,4.39,4.36,2.71
6945,1.0,Very Good,G,SI2,62.4,60.0,6.31,6.36,3.95
51536,0.71,Ideal,F,SI2,61.6,57.0,5.72,5.75,3.53
2924,0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59
51617,0.7,Fair,H,VS1,59.6,66.0,5.8,5.74,3.44
31676,0.26,Ideal,E,VVS1,62.0,56.0,4.13,4.09,2.55
6323,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05
19821,1.51,Fair,F,SI1,65.8,56.0,7.16,7.12,4.7
53140,0.71,Ideal,H,VS2,62.2,56.0,5.68,5.74,3.55
46073,0.5,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21
46396,0.5,Ideal,D,SI1,59.9,60.0,5.15,5.13,3.08
3135,0.82,Ideal,E,SI2,60.9,56.0,6.06,6.12,3.71
10520,1.04,Ideal,E,SI2,62.0,55.0,6.48,6.51,4.03
22521,2.01,Premium,I,SI2,62.7,58.0,8.02,7.97,5.01
9063,1.28,Good,H,SI2,63.8,55.0,6.84,6.79,4.35
12538,1.2,Premium,E,SI2,58.2,59.0,6.98,6.9,4.04
35195,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68
10224,1.0,Premium,F,VS2,58.7,56.0,6.46,6.42,3.78
27059,0.32,Very Good,D,VS2,58.8,59.0,4.49,4.52,2.65
48252,0.63,Fair,E,SI1,64.6,57.7,5.36,5.41,3.47
34293,0.43,Ideal,H,VS2,60.7,55.0,4.96,4.89,2.99
6251,1.05,Very Good,E,SI2,61.7,59.0,6.52,6.58,4.04
36595,0.3,Ideal,F,IF,62.0,56.0,4.3,4.34,2.68
26154,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6
8336,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85
40969,0.45,Good,H,VVS1,56.8,64.0,5.08,4.99,2.86
50806,0.61,Ideal,F,VS1,60.7,56.0,5.52,5.49,3.34
40754,0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91
6697,0.31,Good,I,SI1,63.8,55.0,4.31,4.34,2.76
25133,1.77,Very Good,I,VS2,60.2,58.0,7.88,7.83,4.73
23151,1.02,Ideal,D,VVS2,62.0,56.0,6.48,6.43,4.0
6268,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02
11526,1.32,Premium,E,I1,62.2,58.0,7.05,6.97,4.36
15750,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23
26304,1.7,Premium,E,SI1,60.1,58.0,7.78,7.74,4.66
6578,1.0,Fair,E,SI2,64.6,60.0,6.23,6.18,4.01
329,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55
49847,0.72,Very Good,G,SI1,63.6,56.0,5.69,5.72,3.63
25249,1.58,Very Good,D,SI1,62.7,60.0,7.37,7.41,4.63
52081,0.72,Ideal,F,SI2,61.8,57.0,5.75,5.78,3.56
21935,1.01,Fair,D,SI2,64.6,58.0,6.25,6.2,4.02
18368,0.3,Good,D,VS2,63.5,53.0,4.3,4.33,2.74
47048,0.59,Ideal,D,SI1,62.5,55.0,5.35,5.4,3.36
2788,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71
40789,0.31,Ideal,F,IF,61.4,56.0,4.37,4.42,2.7
27674,2.43,Premium,J,VS2,62.2,57.0,8.63,8.54,5.34
15864,1.01,Ideal,E,SI1,61.1,57.0,6.5,6.47,3.96
39438,0.41,Premium,D,VS2,62.4,60.0,4.75,4.71,2.95
26276,1.52,Ideal,G,VVS2,60.6,57.0,7.45,7.49,4.52
49780,0.7,Very Good,F,SI1,62.3,58.0,5.62,5.78,3.55
11945,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04
41255,0.3,Very Good,F,SI1,62.9,57.0,4.25,4.27,2.68
6678,1.2,Ideal,J,VS2,61.6,54.0,6.88,6.82,4.22
32434,0.43,Ideal,E,SI1,61.5,56.0,4.85,4.9,3.0
8851,1.01,Fair,E,SI1,64.8,58.0,6.34,6.29,4.09
14794,1.05,Very Good,D,SI1,59.3,59.0,6.63,6.69,3.95
8990,1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28
37281,0.3,Ideal,G,VS2,61.0,57.0,4.33,4.36,2.65
37227,0.4,Premium,E,VS2,61.9,59.0,4.75,4.72,2.93
16621,1.13,Ideal,G,VS2,62.7,57.0,6.68,6.65,4.18
7410,1.05,Ideal,H,SI1,62.0,56.0,6.53,6.46,4.03
15669,1.0,Fair,E,VS2,57.3,64.0,6.59,6.46,3.79
34958,0.31,Very Good,G,VS2,58.8,62.0,4.4,4.41,2.59
50331,0.83,Premium,J,SI2,59.1,60.0,6.13,6.12,3.62
23879,1.52,Ideal,F,SI1,62.3,55.1,7.29,7.39,4.58
50644,0.31,Ideal,G,VS2,61.7,57.0,4.33,4.36,2.68
8739,1.24,Very Good,G,SI2,63.3,57.0,6.85,6.79,4.32
6675,1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01
34493,0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73
22881,1.29,Ideal,F,VS1,62.3,54.0,7.0,6.93,4.34
9036,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81
53277,0.71,Good,G,VS2,58.9,61.0,5.81,5.84,3.43
35413,0.4,Ideal,G,SI1,60.2,56.0,4.83,4.77,2.89
42113,0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17
23752,1.6,Premium,H,VS2,62.1,60.0,7.51,7.44,4.64
53478,0.7,Good,D,SI1,62.6,60.0,5.57,5.61,3.5
2029,0.7,Premium,G,VVS1,61.2,56.0,5.75,5.68,3.5
28159,0.3,Ideal,H,VVS1,61.9,57.0,4.3,4.33,2.67
7249,1.18,Premium,J,SI2,61.3,60.0,6.78,6.83,4.17
24339,2.01,Ideal,I,SI1,62.9,55.0,8.07,8.0,5.05
2490,0.91,Very Good,F,SI1,63.3,60.0,6.1,6.06,3.85
13939,0.99,Very Good,D,SI1,62.6,57.0,6.34,6.37,3.98
26054,1.75,Very Good,E,SI1,60.3,61.0,7.74,7.82,4.69
2073,0.76,Premium,E,VS2,60.3,60.0,5.97,5.94,3.59
25180,1.7,Premium,F,SI1,62.3,58.0,7.63,7.59,4.74
17627,1.5,Premium,G,SI2,62.1,60.0,7.34,7.28,4.54
51184,0.78,Very Good,I,SI1,63.5,57.0,5.79,5.86,3.7
24797,1.56,Premium,G,VS2,61.9,58.0,7.4,7.44,4.59
16733,0.41,Good,G,SI2,63.6,54.0,4.7,4.74,3.0
40496,0.42,Ideal,F,VVS2,61.7,57.0,4.78,4.81,2.96
30054,0.41,Premium,G,SI1,62.6,59.0,4.72,4.77,2.97
49944,0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62
38238,0.35,Very Good,D,VS1,60.8,56.0,4.56,4.58,2.78
28330,0.33,Ideal,F,VS2,61.6,55.0,4.45,4.48,2.75
11917,1.21,Ideal,I,SI1,62.4,55.0,6.78,6.81,4.24
2700,0.31,Ideal,G,VS2,62.2,54.0,4.38,4.4,2.73
33717,0.33,Ideal,H,IF,61.8,54.0,4.47,4.49,2.77
51993,0.72,Ideal,H,VS2,62.0,56.0,5.8,5.74,3.58
40852,0.57,Ideal,I,SI1,62.5,55.0,5.28,5.32,3.31
23212,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45
44578,0.53,Very Good,E,VS2,58.3,62.0,5.26,5.31,3.08
24322,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31
21118,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59
27826,0.39,Very Good,I,VS2,62.9,57.0,4.64,4.68,2.93
31651,0.35,Premium,F,VS1,60.7,58.0,4.54,4.58,2.77
28482,0.32,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75
11706,0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73
24290,1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25
53518,0.72,Very Good,E,SI1,61.6,58.0,5.74,5.78,3.55
23432,1.25,Ideal,E,VS2,60.7,56.0,6.97,6.99,4.24
37839,0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77
22477,1.7,Premium,I,SI1,59.7,60.0,7.77,7.72,4.62
3192,0.78,Ideal,G,VS2,61.1,56.0,5.89,5.96,3.62
53413,0.8,Very Good,H,SI1,62.3,59.0,5.95,6.0,3.72
52893,0.7,Very Good,H,VVS2,58.8,58.0,5.88,5.78,3.43
52791,0.61,Very Good,G,VVS1,61.1,56.0,5.47,5.5,3.35
13993,1.05,Ideal,I,VS2,60.3,57.0,6.57,6.63,3.98
31257,0.32,Ideal,D,VS2,62.4,57.0,4.34,4.38,2.72
5420,0.91,Premium,F,SI2,62.5,56.0,6.21,6.15,3.86
43570,0.41,Ideal,G,IF,61.7,56.0,4.8,4.77,2.95
10925,0.96,Very Good,G,VS1,60.5,63.0,6.32,6.28,3.81
44073,0.59,Very Good,H,VS2,61.8,56.0,5.37,5.41,3.33
12325,1.27,Very Good,J,SI1,60.9,59.0,6.96,7.04,4.26
29265,0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63
25490,2.18,Ideal,F,SI2,62.6,55.0,8.27,8.22,5.16
43606,0.34,Premium,D,SI2,59.2,59.0,4.54,4.58,2.7
49789,0.77,Very Good,I,VS2,62.4,63.0,5.84,5.8,3.63
22097,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55
21916,1.33,Premium,G,VS1,60.2,60.0,7.2,7.12,4.31
22852,2.01,Fair,G,SI2,65.9,57.0,7.85,7.78,5.15
47878,0.52,Ideal,G,VVS2,62.3,55.0,5.12,5.16,3.2
31128,0.31,Very Good,H,VVS1,58.5,59.0,4.45,4.5,2.62
30729,0.32,Ideal,F,VVS2,62.1,54.0,4.42,4.44,2.75
32669,0.31,Premium,G,VS1,59.6,61.0,4.38,4.35,2.6
16695,0.32,Ideal,G,SI2,62.5,55.0,4.37,4.4,2.74
3497,0.92,Premium,F,SI1,58.5,57.0,6.39,6.37,3.73
12020,1.0,Premium,F,SI1,62.5,59.0,6.39,6.34,3.98
22062,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91
44703,0.57,Premium,H,VS1,61.7,58.0,5.33,5.3,3.28
39934,0.24,Very Good,F,VVS2,61.9,56.0,3.97,4.01,2.47
43630,0.43,Premium,G,IF,61.4,59.0,4.79,4.85,2.96
3654,0.73,Ideal,D,VS2,62.0,56.0,5.74,5.78,3.57
13187,1.21,Very Good,J,VS1,62.6,57.0,6.71,6.8,4.23
38053,0.34,Fair,E,VVS1,54.0,56.0,4.8,4.76,2.58
52775,0.91,Premium,F,SI2,59.8,58.0,6.29,6.26,3.75
3494,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9
35005,0.42,Premium,G,SI1,62.7,58.0,4.79,4.75,2.99
42823,0.5,Good,F,VS2,59.7,63.0,5.08,5.1,3.04
51524,0.72,Very Good,I,VVS2,62.7,54.0,5.74,5.8,3.62
21069,1.03,Ideal,F,VVS2,62.0,56.0,6.45,6.48,4.01
53608,0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61
22109,1.87,Ideal,J,SI1,62.3,57.0,7.88,7.82,4.89
38628,0.31,Ideal,H,VS2,61.5,57.0,4.33,4.38,2.68
14048,0.32,Ideal,I,VS1,62.1,57.0,4.42,4.37,2.73
25391,1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5
33361,0.41,Very Good,G,VS2,62.9,59.0,4.7,4.75,2.97
4720,0.37,Ideal,F,SI2,60.9,56.0,4.65,4.68,2.84
41938,0.45,Premium,G,VVS1,60.8,58.0,4.92,4.98,3.01
46429,0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12
32042,0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69
20304,1.36,Premium,H,VS2,61.9,58.0,7.09,7.15,4.41
37206,0.34,Ideal,G,IF,61.5,55.0,4.51,4.53,2.78
13470,1.01,Premium,D,SI1,58.9,58.0,6.57,6.54,3.86
51051,0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57
40017,0.42,Very Good,D,VS1,62.5,57.0,4.75,4.85,3.0
3924,0.76,Ideal,E,VS2,61.5,59.0,5.84,5.86,3.6
40735,0.34,Ideal,E,IF,62.0,56.0,4.47,4.5,2.78
11641,0.88,Very Good,F,VVS2,62.0,59.0,6.09,6.13,3.79
32976,0.37,Ideal,F,VS1,61.7,56.0,4.61,4.63,2.85
15659,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17
5040,0.3,Ideal,F,VS2,60.5,58.0,4.3,4.36,2.62
43915,0.31,Ideal,H,VS2,61.5,55.2,4.36,4.39,2.7
43084,0.51,Very Good,D,SI1,60.0,58.0,5.19,5.24,3.13
8232,0.93,Premium,F,SI1,62.3,58.0,6.18,6.22,3.86
45292,0.51,Ideal,E,VS2,61.4,55.0,5.2,5.15,3.18
6876,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08
4188,0.83,Ideal,F,SI1,62.2,55.0,6.01,6.03,3.74
24708,0.38,Ideal,G,SI1,61.9,56.0,4.64,4.67,2.88
16033,0.3,Premium,I,VS1,62.9,58.0,4.29,4.26,2.69
672,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52
49446,0.7,Ideal,I,SI1,62.5,55.0,5.68,5.71,3.56
23141,1.51,Very Good,H,VS1,61.8,59.0,7.27,7.32,4.51
44730,0.56,Ideal,G,VS2,62.0,55.0,5.28,5.33,3.29
52767,0.77,Ideal,E,SI2,62.0,54.0,5.89,5.92,3.66
39951,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75
9944,0.96,Good,D,SI1,61.0,61.0,6.29,6.33,3.85
49474,0.72,Very Good,G,SI2,60.6,61.0,5.73,5.79,3.49
20875,1.59,Very Good,G,SI2,61.7,59.0,7.41,7.46,4.59
17206,1.24,Premium,F,SI1,61.6,59.0,6.86,6.9,4.24
14467,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05
42332,0.45,Ideal,G,VVS1,61.7,56.0,4.93,4.96,3.05
8348,1.02,Ideal,E,SI2,62.4,55.0,6.44,6.47,4.03
16988,1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26
7780,0.9,Ideal,F,SI1,61.5,56.0,6.25,6.2,3.83
25707,0.35,Ideal,D,SI1,60.7,57.0,4.53,4.57,2.76
24623,1.11,Ideal,F,VVS1,62.1,57.0,6.62,6.69,4.13
40793,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01
45845,0.5,Good,G,VVS2,63.4,57.0,5.06,5.1,3.22
47610,0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44
8709,0.39,Ideal,J,VS2,61.8,55.9,4.66,4.69,2.89
13028,0.26,Ideal,H,IF,61.1,57.0,4.16,4.12,2.53
21684,1.56,Good,I,VS2,57.2,62.0,7.72,7.66,4.4
10377,1.09,Ideal,J,VS2,43.0,54.0,6.53,6.55,4.12
30612,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67
19112,1.05,Premium,F,VS1,61.0,58.0,6.6,6.55,4.01
53893,0.7,Ideal,F,VS1,62.0,55.0,5.74,5.71,3.55
49031,0.51,Ideal,F,VVS2,60.4,56.0,5.18,5.22,3.14
35289,0.3,Premium,H,VS2,62.3,58.0,4.31,4.33,2.69
9700,0.32,Very Good,D,SI1,63.0,58.0,4.36,4.4,2.76
50333,0.61,Ideal,G,VVS2,61.6,54.0,5.45,5.49,3.37
51520,0.72,Ideal,F,SI1,60.9,53.0,5.83,5.79,3.54
44118,0.5,Very Good,E,VS2,62.9,55.0,5.07,5.11,3.2
10468,1.21,Very Good,I,SI2,59.9,58.0,6.91,6.94,4.15
31112,0.3,Very Good,D,VVS2,63.0,56.0,4.29,4.31,2.71
14875,0.92,Ideal,G,VS2,62.0,57.0,6.21,6.24,3.86
45552,0.51,Premium,D,SI1,60.9,59.0,5.19,5.13,3.14
3918,1.02,Premium,J,SI1,61.2,57.0,6.58,6.43,3.98
22989,1.57,Ideal,I,SI1,61.9,55.0,7.38,7.44,4.59
26955,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84
1107,0.83,Premium,E,SI1,62.2,59.0,6.05,5.97,3.74
43045,0.51,Ideal,H,VS2,61.4,56.0,5.14,5.19,3.17
14129,0.93,Premium,F,SI1,62.3,59.0,6.25,6.21,3.88
53609,0.72,Premium,G,VVS2,60.7,60.0,5.87,5.8,3.54
46992,0.57,Very Good,G,VS1,61.0,55.0,5.36,5.43,3.28
4403,0.31,Premium,I,VVS1,61.0,58.0,4.33,4.39,2.66
41223,0.43,Premium,G,VVS1,60.3,58.0,4.87,4.91,2.95
23418,1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65
7598,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91
42584,0.45,Ideal,D,VS1,62.3,56.0,4.88,4.91,3.05
21223,1.2,Premium,F,VS1,61.6,61.0,6.86,6.81,4.21
9105,1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07
42072,0.55,Good,D,SI2,63.3,56.0,5.21,5.24,3.31
33722,0.42,Very Good,D,SI2,63.2,57.0,4.77,4.75,3.01
16980,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99
25632,2.06,Ideal,I,SI2,63.3,54.0,8.09,8.14,5.13
32168,0.46,Good,F,SI2,64.0,57.0,4.88,4.83,3.11
6880,1.08,Ideal,I,SI2,62.3,57.0,6.56,6.61,4.1
50052,0.58,Very Good,F,VVS2,60.0,57.0,5.44,5.42,3.26
2791,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67
11649,1.01,Good,D,SI1,63.9,61.0,6.28,6.31,4.02
38045,0.41,Ideal,H,VVS1,61.5,55.0,4.81,4.79,2.95
16672,1.0,Ideal,D,SI1,62.5,55.0,6.42,6.34,3.99
31582,0.35,Ideal,E,VS2,61.7,56.0,4.52,4.56,2.8
6897,1.11,Premium,F,SI2,62.5,59.0,6.59,6.53,4.1
13446,1.12,Ideal,H,SI1,61.9,57.0,6.64,6.68,4.12
31168,0.41,Good,F,SI1,63.3,57.0,4.69,4.72,2.98
26673,0.25,Ideal,H,VS1,61.9,54.0,4.07,4.1,2.53
18865,1.51,Very Good,E,SI2,63.3,58.0,7.19,7.16,4.54
50503,0.71,Ideal,I,VS2,62.1,57.0,5.72,5.64,3.53
12867,1.12,Premium,H,SI1,61.6,59.0,6.67,6.63,4.1
50281,0.3,Very Good,H,VS1,61.9,55.0,4.32,4.37,2.69
30242,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74
44316,0.32,Ideal,J,IF,61.0,57.0,4.42,4.46,2.71
29174,0.3,Ideal,F,VVS2,61.8,55.0,4.33,4.35,2.68
4670,0.76,Ideal,G,VVS1,62.0,54.7,5.83,5.87,3.62
52514,0.73,Premium,F,SI1,61.9,60.0,5.81,5.78,3.59
2351,0.84,Fair,F,VS2,65.0,57.2,5.83,5.87,3.81
11689,1.29,Ideal,D,I1,61.3,56.0,6.99,7.05,4.3
36927,0.41,Premium,G,VS1,61.5,58.0,4.8,4.76,2.94
24844,1.51,Premium,F,VS2,63.0,56.0,7.3,7.26,4.59
9322,0.9,Ideal,D,SI1,62.5,57.0,6.12,6.2,3.85
18076,1.52,Fair,I,VVS2,64.9,56.0,7.28,7.21,4.7
12446,1.3,Premium,I,VS2,60.3,60.0,7.01,6.99,4.22
42267,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.85,3.03
12974,1.03,Very Good,D,SI1,61.8,57.0,6.49,6.53,4.02
15997,1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26
14866,1.01,Very Good,F,VS2,59.9,61.0,6.46,6.5,3.88
27360,0.41,Good,G,SI1,64.3,54.0,4.68,4.72,3.02
30134,0.32,Premium,G,VS2,62.5,58.0,4.38,4.36,2.73
28721,0.31,Very Good,E,VS2,61.8,59.0,4.3,4.37,2.68
52534,0.72,Premium,F,VS2,60.8,58.0,5.78,5.74,3.5
16502,1.36,Very Good,F,SI1,62.8,53.0,7.05,7.1,4.45
50792,0.71,Ideal,F,SI2,62.2,56.0,5.71,5.74,3.56
3582,0.71,Ideal,F,SI1,61.2,55.0,5.76,5.8,3.54
31973,0.26,Very Good,E,VS2,59.2,58.0,4.18,4.2,2.48
13934,1.06,Ideal,H,VS2,60.5,57.0,6.63,6.6,4.0
16423,1.22,Ideal,G,SI1,61.6,57.0,6.89,6.81,4.22
20828,1.54,Premium,F,SI2,61.1,58.0,7.47,7.36,4.53
12706,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54
28669,0.24,Ideal,F,VVS2,61.0,56.0,4.05,4.08,2.48
41754,0.5,Ideal,I,VS2,62.5,55.0,5.05,5.09,3.17
36596,0.3,Premium,F,IF,61.6,58.0,4.32,4.35,2.67
9284,1.01,Good,E,SI2,60.2,60.0,6.37,6.42,3.85
10440,1.09,Premium,I,VS1,62.3,54.0,6.65,6.61,4.13
23228,1.1,Ideal,D,VVS2,62.0,57.0,6.62,6.57,4.09
15957,1.46,Premium,J,SI2,60.1,58.0,7.43,7.34,4.44
18621,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0
29057,0.4,Good,E,SI1,63.5,57.0,4.7,4.72,2.99
47831,0.57,Very Good,D,SI1,59.8,60.0,5.4,5.34,3.21
19822,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58
36152,0.33,Ideal,E,VS2,62.4,55.0,4.42,4.4,2.75
32196,0.35,Ideal,E,SI1,61.0,57.0,4.57,4.54,2.78
29721,0.31,Good,H,VVS1,63.3,58.0,4.28,4.32,2.72
43602,0.31,Good,G,VS2,63.2,58.0,4.28,4.3,2.71
14067,0.3,Ideal,G,VS1,62.6,57.0,4.27,4.29,2.68
32322,0.36,Very Good,E,VS2,59.8,62.0,4.56,4.61,2.74
32103,0.33,Premium,D,VS2,61.2,58.0,4.41,4.44,2.71
43579,0.41,Ideal,E,VVS1,61.3,55.0,4.8,4.76,2.93
44707,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31
40956,0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91
37522,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12
48648,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74
24996,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17
40398,0.38,Ideal,E,VS1,62.2,54.1,4.63,4.65,2.89
39140,0.41,Premium,G,VS2,61.7,61.0,4.74,4.7,2.91
53306,0.3,Good,D,SI1,63.4,56.0,4.26,4.29,2.71
6282,1.01,Premium,F,SI2,62.5,61.0,6.37,6.33,3.97
27027,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27
49072,0.48,Ideal,F,IF,62.0,54.0,5.0,5.05,3.11
11594,1.09,Premium,D,SI2,61.3,58.0,6.65,6.62,4.07
2326,0.91,Very Good,J,SI2,62.4,61.0,6.13,6.2,3.85
19856,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05
40924,0.3,Ideal,F,SI1,62.0,55.1,4.29,4.32,2.67
7444,0.9,Premium,F,SI1,59.9,59.0,6.26,6.29,3.76
31643,0.25,Very Good,G,VVS1,63.7,54.0,3.98,4.03,2.55
33391,0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.47,2.71
20749,1.36,Ideal,H,SI1,61.5,56.0,7.12,7.16,4.39
15165,1.05,Premium,G,VS2,63.0,57.0,6.51,6.48,4.09
42355,0.51,Very Good,I,VS1,62.5,59.0,5.1,5.14,3.2
43757,0.41,Premium,F,IF,62.6,58.0,4.73,4.76,2.97
24602,1.52,Very Good,G,VS1,59.3,59.0,7.48,7.55,4.46
39354,0.44,Premium,E,VS2,60.4,59.0,4.93,4.9,2.97
51931,0.78,Good,H,VS2,63.7,60.0,5.77,5.73,3.66
49149,0.57,Ideal,E,VS1,61.4,57.0,5.37,5.32,3.28
41684,0.54,Premium,F,SI2,59.6,60.0,5.28,5.25,3.14
32337,0.3,Very Good,G,VVS1,61.9,59.0,4.28,4.31,2.66
32625,0.23,Very Good,E,VVS2,61.4,55.0,3.92,3.99,2.43
31690,0.4,Very Good,E,VS2,59.4,58.0,4.78,4.82,2.85
42915,0.53,Good,G,SI1,63.8,56.0,5.18,5.14,3.29
49756,0.7,Premium,E,SI2,61.8,59.0,5.69,5.76,3.54
