wal_id,Unemployment
121,7.143
1792,6.877
753,7.007
975,8.09
240,7.441
331,7.564
1450,7.343
1193,6.416
161,8.2
1186,6.56
4224,7.852
78,7.962
1190,6.56
4490,8.818
2436,9.202
529,4.607
5628,5.114
1965,8.424
5501,8.3
4509,8.622
4632,8.951
48,7.742
1564,6.334
150,8.324
1431,7.368
5470,8.476
2072,7.658
253,7.057
2379,6.617
3967,12.187
2656,7.806
3204,5.114
2779,7.287
513,5.644
1531,6.833
3333,8.275
4958,8.745
3610,8.149
1123,5.679
2606,8.099
1633,13.736
1810,6.392
2923,7.931
268,6.891
2122,8.15
6189,7.61
5938,8.257
6270,5.621
837,5.964
4363,7.852
2409,6.235
6241,6.078
4669,8.01
3501,7.287
5077,8.3
3898,14.313
4734,9.593
1329,9.003
3552,7.139
985,7.872
715,7.259
2690,8.15
3335,8.275
5337,14.313
4890,8.861
5326,14.313
4052,10.256
1426,6.943
2561,8.535
3374,8.358
1369,8.257
1513,7.567
1135,5.401
5062,8.395
6223,6.56
6404,8.424
329,7.564
2480,9.131
5539,7.244
5769,7.241
1353,8.494
3150,5.892
2268,6.169
426,6.034
5333,14.313
2349,6.774
238,7.441
2087,7.806
369,7.567
383,7.197
1706,10.926
3973,12.187
4372,7.852
5104,7.716
1865,8.992
507,5.644
1019,6.29
5249,7.244
418,6.334
96,7.866
5737,7.363
6171,7.804
1781,7.193
2586,8.185
2736,7.856
6300,8.899
1520,7.197
409,6.664
6387,8.523
1643,13.736
1708,10.926
532,4.607
5527,7.716
3125,7.671
5799,6.901
5266,6.989
5341,14.021
5992,7.17
4541,8.256
2218,6.338
624,6.634
1403,7.382
5275,6.623
1061,6.297
1331,9.003
2329,6.885
589,6.465
2374,6.745
917,8.818
1391,7.545
6371,8.625
2406,6.235
4907,8.763
3139,7.753
3588,8.512
665,6.3
190,8.163
3923,13.736
1987,8.684
4836,9.575
3917,14.021
4153,8.324
6303,8.899
99,7.866
165,8.099
2601,8.099
6344,8.549
2522,8.471
1452,7.346
381,7.197
4143,9.151
6113,9.653
6338,8.724
3810,7.906
404,6.664
5939,8.257
2305,6.635
6261,5.774
2497,8.975
6034,9.816
3053,8.458
3308,8.211
4394,7.057
1697,11.627
5535,7.244
2840,7.139
512,5.644
4612,9.265
5964,7.545
2030,8.099
1292,9.765
694,5.801
2609,8.067
2005,8.35
5750,7.335
1191,6.56
2326,6.885
3745,7.982
5378,12.89
4312,8.099
3182,5.287
3593,8.512
6217,6.906
3063,8.252
3132,7.753
2941,7.852
1107,5.825
1080,6.425
686,5.801
2908,8.028
3938,13.503
5397,12.187
4767,10.398
3116,7.671
562,4.077
5381,12.89
4654,8.442
627,6.634
359,7.567
2778,7.287
1281,5.277
4724,9.521
3518,7.274
2651,7.806
2868,8.2
3975,11.627
4629,8.951
5080,8.177
2894,8.163
1226,6.404
3625,7.907
6210,6.906
5383,12.89
4892,8.861
3916,14.021
3628,7.907
6067,10.581
6077,10.581
68,7.682
4413,6.891
967,8.256
1157,6.384
1946,8.523
1804,6.392
2256,6.162
5924,8.494
2061,7.771
5563,6.623
4479,9.137
236,7.441
907,8.818
1756,7.795
4276,6.565
2164,6.842
6125,9.575
5868,9.765
5549,6.989
2075,7.806
419,6.334
334,7.551
2190,6.986
4516,8.622
3901,14.313
6256,5.774
1878,8.899
5471,8.476
3685,7.467
4865,9.262
5857,6.432
2298,6.635
3682,7.467
5785,6.934
747,6.973
4482,8.818
4600,9.495
5457,8.36
3286,4.145
3788,7.725
727,7.092
5279,6.623
865,9.014
6230,6.56
790,6.925
3719,8.237
3222,4.584
1976,8.567
1154,6.384
2795,7.274
6373,8.625
3221,4.584
831,5.964
4168,8.099
1325,9.003
2002,8.35
1589,14.099
3117,7.671
3679,7.467
3402,8.983
5879,9.524
3322,8.117
4703,7.147
3560,7.28
4332,8.163
1640,13.736
2225,6.338
3963,12.187
1214,6.38
2342,6.866
501,5.946
3656,7.767
4939,8.684
4735,9.593
2592,8.185
2836,7.139
157,8.2
2652,7.806
1653,13.503
5079,8.177
4243,7.441
6310,8.899
1097,6.123
1847,5.765
135,6.908
1252,5.667
2439,9.269
6188,7.61
322,7.564
2402,6.235
6115,9.653
2182,6.986
6154,8.119
1651,13.503
5073,8.3
6268,5.621
4861,8.839
891,9.017
4270,6.891
3058,8.458
1605,14.18
4685,7.603
2133,8.193
4556,8.09
1704,10.926
4239,7.441
6224,6.56
9,7.808
4194,8.163
5401,12.187
505,5.644
1979,8.567
5477,8.476
3513,7.274
874,8.963
4603,9.495
3342,8.252
2448,9.269
2128,8.193
92,7.866
260,6.891
5534,7.244
2499,8.975
1458,7.346
4581,10.115
3474,7.484
1771,7.47
1195,6.416
6004,6.943
3752,8.021
3780,7.725
1124,5.679
1997,8.684
6051,10.21
4279,6.565
3899,14.313
1942,8.625
504,5.644
6364,8.521
4912,8.549
2533,8.075
1686,11.627
1486,7.551
2465,9.331
3994,10.926
2905,8.163
2598,8.099
5774,7.241
3136,7.753
64,7.682
468,7.127
1084,6.425
1674,12.187
5560,6.623
6320,8.743
3503,7.287
6121,9.575
1024,6.315
1467,7.564
2267,6.169
3314,8.117
3107,7.503
5049,8.476
4586,9.849
752,7.007
3739,7.982
2963,7.057
4099,9.357
3959,12.89
3732,8.058
3247,4.261
72,7.682
2123,8.15
2805,7.082
5900,9.003
556,4.077
305,7.343
3629,7.907
3514,7.274
84,7.962
3278,4.156
1025,6.315
5473,8.476
4294,8.324
3706,7.405
3258,4.261
2734,7.856
563,4.077
4928,8.512
2181,6.986
5105,7.244
6298,8.992
5487,8.395
74,7.962
4784,10.581
4206,8.028
4361,7.931
23,7.787
3197,5.114
2048,8.067
2362,6.745
678,5.943
2672,7.866
4617,9.265
5890,9.199
132,6.908
1644,13.736
4182,8.163
266,6.891
1268,5.539
2131,8.193
2359,6.774
1387,7.545
2471,9.331
3175,5.326
1003,6.299
5590,5.435
5813,6.759
1171,6.442
277,6.565
4646,8.687
1342,8.744
4775,10.398
1809,6.392
3128,7.671
1884,8.743
6346,8.549
5840,6.547
4011,10.064
6401,8.424
4048,10.524
557,4.077
836,5.964
4127,9.14
2027,8.099
3396,8.659
3819,8.009
5368,13.503
4260,6.891
3987,10.926
2295,6.548
3110,7.503
2910,8.028
2440,9.269
4037,10.409
4387,7.441
1294,9.765
5962,7.874
5325,14.313
2878,8.2
5669,4.42
2368,6.745
38,7.838
1724,8.107
4221,7.852
2045,8.067
1125,5.679
2789,7.287
263,6.891
6057,10.398
3914,14.021
4450,8.963
66,7.682
2745,7.527
6117,9.653
4042,10.524
1456,7.346
958,8.256
6258,5.774
271,6.565
2001,8.667
3867,13.975
516,5.143
3492,7.287
3757,8.021
3245,4.42
2649,7.806
5599,5.326
5812,6.759
3598,8.445
614,6.768
374,7.197
2015,8.185
4325,8.163
368,7.567
3328,8.275
2224,6.338
4083,9.863
1085,6.425
4456,9.017
3861,13.975
6190,7.61
3475,7.484
3768,7.827
6140,9.285
1699,10.926
483,6.51
4893,8.861
4950,8.745
3276,4.156
6103,10.148
2770,7.343
100,7.348
5021,8.464
1462,7.346
477,6.51
776,6.855
778,6.855
1669,12.89
3226,4.584
5057,8.395
5555,6.989
1324,9.003
582,6.465
6091,10.641
60,7.682
2869,8.2
2244,6.232
5288,6.228
5882,9.524
4611,9.265
3233,4.42
6165,7.972
4309,8.2
4171,8.099
5349,14.021
2453,9.342
4712,7.147
3009,8.283
2473,9.331
2974,6.891
2782,7.287
5198,8.395
4125,9.14
3905,14.313
1848,5.765
793,6.925
3675,7.467
5863,9.765
6070,10.581
1129,5.401
370,7.567
3315,8.117
3393,8.659
6075,10.581
4434,9.014
5865,9.765
812,6.551
658,6.529
3085,8.023
3167,5.326
2441,9.269
939,8.622
4327,8.163
5450,8.464
5166,8.464
1789,6.877
2169,6.868
612,6.768
5091,8.177
69,7.682
2596,8.099
3466,7.484
5977,7.382
4258,7.057
1232,6.054
5870,9.765
6105,10.148
2801,7.274
2142,7.992
3037,8.572
3747,7.982
2636,7.658
3573,7.293
4134,9.419
3965,12.187
3496,7.287
2494,8.975
3773,7.827
2434,9.202
5257,7.244
4857,9.285
433,8.623
1033,6.315
3186,5.287
2700,8.193
5203,8.395
4619,9.265
1833,5.965
183,8.163
4567,7.872
3411,8.983
2823,6.961
4514,8.622
2945,7.852
6378,8.625
295,7.343
3683,7.467
2056,7.771
4576,10.115
2726,7.856
360,7.567
850,5.668
3590,8.512
979,8.09
2769,7.343
1291,9.765
149,8.324
5722,7.541
2481,9.131
4608,9.495
621,6.634
2065,7.658
5952,7.874
2085,7.806
3172,5.326
4360,7.931
2790,7.274
3950,12.89
2960,7.057
5728,7.363
1011,6.29
584,6.465
5221,8.177
4370,7.852
25,7.787
5678,4.261
741,6.973
5226,8.177
1606,14.18
6269,5.621
1580,13.975
2316,6.697
5958,7.874
848,5.668
2343,6.866
4400,7.057
1363,8.257
4546,8.09
3649,7.767
3837,8.253
5217,8.3
2826,6.961
2079,7.806
3660,7.767
5044,8.476
4693,7.396
5526,7.716
711,5.422
4791,10.581
1046,6.433
4678,7.603
5499,8.3
4940,8.684
1043,6.433
1547,6.664
2386,6.617
5036,8.36
2116,8.15
1533,6.833
214,7.931
5699,4.125
471,7.127
1732,8.107
5281,6.623
876,8.963
5664,4.42
2118,8.15
4569,7.872
5267,6.989
4478,9.137
1797,6.877
6111,9.653
5823,6.589
3206,4.781
6164,7.972
743,6.973
5738,7.363
4772,10.398
3612,8.149
702,5.603
6239,6.078
1568,6.334
5760,7.508
1073,6.297
4201,8.028
2822,6.961
1516,7.567
4371,7.852
4355,7.931
3184,5.287
4557,8.09
332,7.564
1103,5.825
3235,4.42
5119,6.989
2200,6.614
2313,6.697
698,5.603
4021,10.16
5081,8.177
1685,12.187
5439,8.554
4004,10.064
632,6.489
2167,6.868
4689,7.396
6380,8.523
4032,10.409
2364,6.745
3370,8.358
4575,7.557
3425,8.953
4881,9.051
2148,7.039
4976,8.876
4491,8.818
3806,7.906
3408,8.983
748,6.973
3594,8.512
4050,10.524
2290,6.548
5263,6.989
1055,6.262
3283,4.156
3864,13.975
4333,8.163
4006,10.064
5522,7.716
1299,9.524
4492,8.818
1202,6.416
5086,8.177
5707,4.156
3847,8.239
4626,8.951
3876,14.099
6376,8.625
5867,9.765
644,6.489
3770,7.827
3115,7.503
594,6.496
4075,9.966
2881,8.099
172,8.099
1204,6.38
3025,8.433
714,5.422
3508,7.274
5697,4.125
5043,8.476
6403,8.424
6335,8.724
4086,9.863
1285,4.954
549,4.308
6285,5.407
6194,7.61
2622,7.771
5505,8.3
2375,6.617
1867,8.899
6259,5.774
3624,7.907
1611,14.313
6163,7.972
4398,7.057
1743,7.951
4882,9.051
2997,6.565
5017,8.464
4473,9.137
152,8.2
2856,7.293
950,8.513
2009,8.35
1840,5.965
754,7.007
90,7.866
5188,8.476
148,8.324
3348,8.252
914,8.818
1427,6.943
5136,6.623
5412,11.627
1504,7.567
367,7.567
5010,8.554
966,8.256
3163,5.435
4109,8.988
3827,8.009
4278,6.565
3921,13.736
2727,7.856
287,7.368
2463,9.342
934,8.622
124,7.143
131,6.908
2032,8.099
479,6.51
3762,8.021
4723,9.521
4594,9.849
3099,7.706
4710,7.147
650,6.529
5437,8.554
3387,8.454
6331,8.724
3316,8.117
2748,7.527
768,6.858
1742,7.951
2604,8.099
1696,11.627
1053,6.262
2363,6.745
5488,8.395
1802,6.877
2925,7.931
3653,7.767
2508,8.89
363,7.567
4500,8.595
4675,8.01
154,8.2
990,7.872
4129,9.14
4506,8.622
5837,6.547
2292,6.548
5615,5.287
1627,14.021
2216,6.339
3815,7.906
4906,8.763
395,6.833
4746,9.816
942,8.622
397,6.833
2989,6.565
4754,10.21
5838,6.547
3960,12.89
5603,5.326
1717,8.316
903,9.137
5950,7.874
6130,9.575
1136,5.401
5125,6.989
5633,5.114
5194,8.476
44,7.838
1231,6.054
2784,7.287
731,7.092
1489,7.551
4133,9.419
669,6.3
4074,9.966
745,6.973
2486,9.131
5822,6.589
4441,8.963
3992,10.926
3419,8.953
3071,8.252
257,6.891
5510,8.177
200,8.028
629,6.634
4375,7.852
2886,8.099
4167,8.2
4096,9.357
4786,10.581
664,6.3
4334,8.163
4198,8.028
448,7.896
18,7.808
1323,9.003
3435,8.187
2137,8.193
5180,8.36
2152,7.039
2324,6.885
4630,8.951
4317,8.099
5875,9.524
3265,4.125
3577,8.488
6408,8.567
5887,9.199
2235,6.232
2385,6.617
1212,6.38
34,7.838
760,7.007
328,7.564
4925,8.512
4026,10.409
4386,7.441
490,5.946
3288,4.145
5861,6.195
1670,12.89
3707,7.405
5817,6.759
1900,8.724
1801,6.877
1971,8.424
788,6.925
1537,6.833
5708,4.156
3686,7.467
1095,6.123
2545,8.304
1912,8.549
2161,6.842
1151,6.415
1101,5.825
606,6.768
3971,12.187
1700,10.926
5928,8.494
5720,7.541
6347,8.549
4960,8.745
4658,8.442
2307,6.635
3456,7.527
4321,8.099
5371,13.503
5354,13.736
1955,8.523
4683,7.603
1272,5.277
6133,9.285
153,8.2
2694,8.15
2711,8.193
3716,7.138
5749,7.335
5702,4.125
2608,8.067
2392,6.403
5804,6.901
2623,7.771
4699,7.396
179,8.163
5296,13.975
1939,8.625
353,7.574
2970,7.057
5278,6.623
6339,8.724
869,8.963
1783,7.193
420,6.334
4989,8.839
1380,7.874
1791,6.877
5679,4.261
1354,8.494
4454,9.017
3726,8.058
1555,6.664
3551,7.139
1973,8.567
5957,7.874
2132,8.193
3012,8.348
4956,8.745
1947,8.523
2815,7.082
766,6.858
202,8.028
1682,12.187
5068,8.3
521,5.143
3877,14.099
3920,14.021
2185,6.986
700,5.603
5688,4.261
5966,7.545
1203,6.416
5390,12.89
1205,6.38
3345,8.252
4574,7.557
3157,5.435
2625,7.771
5627,5.114
5153,8.554
3996,10.926
2831,7.139
81,7.962
6222,6.56
4884,8.861
1287,9.765
1618,14.313
5292,13.975
3129,7.753
2999,6.17
319,7.346
2242,6.232
6175,7.804
6260,5.774
5444,8.464
2610,8.067
2282,6.061
3986,11.627
1416,7.17
2125,8.15
5910,9.003
5434,8.554
265,6.891
1196,6.416
1544,6.664
2194,6.614
5285,6.623
2356,6.774
5831,6.589
5645,4.781
1050,6.262
2025,8.099
4634,8.951
1818,6.104
5223,8.177
1375,7.874
6018,9.593
1632,14.021
4163,8.2
6020,9.593
5609,5.326
3409,8.983
4812,10.148
17,7.808
2449,9.269
4850,9.285
3567,7.28
1194,6.416
2254,6.162
341,7.551
2749,7.527
1849,5.765
1933,8.625
4080,9.863
3690,7.489
6060,10.398
4285,6.565
4241,7.441
1581,14.099
195,8.028
2028,8.099
1482,7.551
2944,7.852
3095,7.706
3386,8.454
2250,6.162
1160,6.384
3728,8.058
3050,8.572
2986,6.565
2990,6.565
5315,14.18
386,6.833
4403,6.891
1242,6.054
5089,8.177
4826,9.653
5621,5.287
972,8.09
3820,8.009
1309,9.199
3547,7.139
4469,9.137
143,8.324
825,6.132
4106,8.988
3177,5.326
1209,6.38
5318,14.18
5911,8.744
802,6.551
5842,6.547
4528,8.513
3006,8.283
3465,7.527
3700,7.489
4673,8.01
4820,9.653
2952,7.441
1909,8.549
2158,6.842
5220,8.3
4704,7.147
3191,5.287
3121,7.671
996,7.872
5969,7.545
6012,9.521
3786,7.725
4087,9.863
5940,8.257
4507,8.622
4390,7.057
15,7.808
5862,6.195
5090,8.177
3627,7.907
5991,7.17
4381,7.441
4499,8.595
6197,7.224
5880,9.524
6139,9.285
3999,10.926
4419,6.565
3883,14.18
4299,8.2
4267,6.891
93,7.866
6093,10.148
5542,7.244
2373,6.745
509,5.644
579,6.566
2498,8.975
5537,7.244
3329,8.275
5303,14.099
4063,10.256
4713,7.147
1349,8.494
592,6.465
1786,7.193
2524,8.471
4917,8.549
1090,6.123
3557,7.139
3149,5.892
1860,8.992
316,7.346
2443,9.269
4969,8.744
860,9.014
931,8.622
3205,5.114
7,8.106
1453,7.346
2231,6.338
3108,7.503
5485,8.395
525,5.143
1956,8.523
4165,8.2
4778,10.398
4172,8.099
4058,10.256
4904,8.763
5047,8.476
416,6.334
5975,7.545
518,5.143
4471,9.137
3405,8.983
4862,9.262
2676,7.943
5305,14.099
814,6.551
2764,7.484
6059,10.398
5098,7.716
3787,7.725
2847,7.28
5095,7.716
2612,8.067
2405,6.235
581,6.465
4214,7.931
3351,8.212
1553,6.664
1505,7.567
1224,6.404
1138,5.401
307,7.346
1770,7.47
4790,10.581
5356,13.736
2022,8.185
6317,8.743
1554,6.664
73,7.962
1854,5.765
3491,7.343
5617,5.287
720,7.259
6227,6.56
4829,9.653
2858,7.293
5031,8.36
254,7.057
2196,6.614
5660,4.584
1411,7.382
4161,8.2
4183,8.163
3379,8.454
499,5.946
1694,11.627
1320,9.199
5358,13.736
2703,8.193
4389,7.441
3512,7.274
2127,8.15
5764,7.508
1834,5.965
3539,6.961
3561,7.28
290,7.368
2067,7.658
4144,9.151
3248,4.261
1591,14.099
6384,8.523
2134,8.193
2119,8.15
1622,14.021
5012,8.554
5676,4.42
675,5.943
6293,8.992
2540,8.075
4111,8.988
4402,7.057
656,6.529
1964,8.424
1006,6.299
3632,7.907
2621,8.067
2584,8.185
3305,8.211
1569,6.034
2692,8.15
1147,6.415
5638,4.781
4418,6.565
4803,10.641
3889,14.18
3164,5.435
5581,5.892
4878,9.051
1164,6.384
799,6.925
3202,5.114
2562,8.535
3400,8.659
1892,8.743
5435,8.554
2450,9.269
4757,10.21
4066,9.966
1795,6.877
1328,9.003
3781,7.725
3818,8.009
2340,6.866
2873,8.2
1358,8.494
2804,7.082
2893,8.099
1925,8.521
2794,7.274
4470,9.137
6094,10.148
1010,6.29
3984,11.627
3911,14.021
1070,6.297
2969,7.057
2875,8.2
722,7.259
2846,7.28
4128,9.14
3856,8.239
4330,8.163
1901,8.724
2108,7.943
5989,7.17
4692,7.396
6161,7.972
491,5.946
4076,9.966
574,6.566
6265,5.621
620,6.634
945,8.513
5742,7.335
642,6.489
5801,6.901
3410,8.983
3635,7.818
1485,7.551
1861,8.992
1927,8.521
4175,8.099
1283,4.954
3993,10.926
2180,6.986
6143,9.285
991,7.872
45,7.838
405,6.664
3294,8.326
2911,8.028
4534,8.256
5063,8.395
3383,8.454
2069,7.658
5344,14.021
3381,8.454
159,8.2
1790,6.877
3634,7.907
5849,6.432
3188,5.287
4041,10.524
2903,8.163
5761,7.508
3272,4.156
3934,13.503
5567,6.623
887,9.017
4414,6.891
5912,8.744
2106,7.943
258,6.891
1108,5.825
4170,8.099
1336,8.744
954,8.513
4238,7.441
2339,6.866
6087,10.641
3964,12.187
255,7.057
2733,7.856
1584,14.099
3080,8.023
3211,4.781
3076,8.023
256,6.891
5268,6.989
5568,6.623
1916,8.549
4554,8.09
4913,8.549
136,6.908
5140,6.623
300,7.343
5287,6.228
4560,7.872
2571,8.243
4339,8.028
481,6.51
2010,8.185
4077,9.863
2803,7.274
1511,7.567
3253,4.261
450,7.372
21,7.787
2539,8.075
2156,6.842
2716,7.992
3721,8.237
3915,14.021
2742,7.527
660,6.3
638,6.489
3035,8.433
566,4.077
1528,7.197
5026,8.36
141,6.573
870,8.963
5302,14.099
220,7.852
1738,7.951
2669,7.866
3412,8.983
5583,5.892
2761,7.484
5421,10.926
5995,7.17
4212,7.931
5703,4.156
1883,8.743
1419,7.17
6334,8.724
6382,8.523
2062,7.658
3866,13.975
1775,7.47
6434,8.667
244,7.057
342,7.551
3654,7.767
6237,6.078
1143,5.124
5642,4.781
2246,6.162
4105,8.988
3948,12.89
823,6.132
866,8.963
2619,8.067
953,8.513
5355,13.736
1625,14.021
3666,7.598
5593,5.435
2016,8.185
3059,8.458
4638,8.687
1970,8.424
2511,8.89
3075,8.252
4832,9.575
5917,8.744
2432,9.202
5740,7.363
2914,8.028
3000,6.17
5205,8.395
1169,6.442
3199,5.114
597,6.496
2962,7.057
4543,8.256
40,7.838
4049,10.524
3765,8.021
1264,5.539
5672,4.42
534,4.607
3930,13.736
4814,10.148
5046,8.476
4525,8.513
1373,8.257
3844,8.239
5562,6.623
2626,7.771
4651,8.442
1409,7.382
867,8.963
3327,8.275
3771,7.827
3018,8.348
1843,5.765
5758,7.508
3826,8.009
1004,6.299
2731,7.856
4535,8.256
358,7.574
4069,9.966
3346,8.252
877,8.963
533,4.607
1477,7.564
6226,6.56
2412,6.235
1595,14.18
2217,6.339
4726,9.521
5533,7.716
6039,9.816
588,6.465
371,7.567
436,8.623
3021,8.348
1957,8.523
5076,8.3
464,7.127
1532,6.833
6043,10.21
5519,8.177
2253,6.162
4901,8.763
393,6.833
3586,8.512
3966,12.187
6363,8.521
1844,5.765
4498,8.595
2678,7.943
186,8.163
875,8.963
5710,4.156
4977,8.876
2938,7.852
2897,8.163
3943,13.503
6162,7.972
302,7.343
1054,6.262
5739,7.363
508,5.644
279,6.565
2288,6.548
4833,9.575
5597,5.435
5134,6.623
5773,7.241
2979,6.891
6080,10.641
2642,7.658
6414,8.567
1174,6.442
2554,8.304
5167,8.464
1571,6.034
5191,8.476
5406,11.627
3603,8.445
1317,9.199
6046,10.21
2466,9.331
2639,7.658
146,8.324
1835,5.965
4665,8.01
82,7.962
2659,7.806
3822,8.009
4902,8.763
117,7.143
1972,8.567
5942,8.257
2647,7.806
2144,7.992
5743,7.335
5343,14.021
4780,10.581
1262,5.539
480,6.51
1782,7.193
4196,8.028
2513,8.89
2102,7.943
970,8.256
2188,6.986
2949,7.441
4282,6.565
4202,8.028
5718,4.145
2718,8.187
5904,9.003
3002,6.17
0,8.106
2861,8.324
1639,13.736
2993,6.565
465,7.127
3565,7.28
6196,7.61
1600,14.18
4188,8.163
57,7.742
4277,6.565
333,7.564
5744,7.335
3555,7.139
5013,8.464
5015,8.464
3304,8.211
3261,4.125
2567,8.535
5389,12.89
5851,6.432
2461,9.342
2088,7.806
1886,8.743
5604,5.326
6402,8.424
2543,8.075
4623,9.265
399,6.664
1539,6.833
1170,6.442
3256,4.261
558,4.077
5525,7.716
209,7.931
1229,6.404
4579,10.115
3161,5.435
4597,9.495
2502,8.975
3646,7.818
2489,9.131
2335,6.885
6178,7.804
4488,8.818
3572,7.293
112,7.348
5270,6.989
6199,7.224
861,9.014
3879,14.099
6027,9.816
5224,8.177
4368,7.852
1596,14.18
3755,8.021
410,6.664
2984,6.891
674,5.943
6274,5.621
1315,9.199
3611,8.149
5035,8.36
511,5.644
786,6.855
4841,9.575
801,6.925
2034,8.099
5959,7.874
289,7.368
6342,8.549
6244,6.078
2896,8.163
3894,14.18
1679,12.187
1608,14.313
3250,4.261
364,7.567
4412,6.891
773,6.858
3569,7.28
3897,14.313
4401,7.057
1549,6.664
542,4.308
487,6.51
1701,10.926
5805,6.901
1629,14.021
2140,8.193
3944,13.503
5782,6.934
185,8.163
292,7.368
4936,8.684
3622,8.149
933,8.622
156,8.2
4625,8.951
2942,7.852
2410,6.235
2159,6.842
3804,7.85
1552,6.664
4352,7.931
1445,7.343
6231,6.56
2646,7.658
4137,9.419
1944,8.625
1116,5.679
308,7.346
5518,8.177
734,7.092
1298,9.524
1490,7.574
5504,8.3
3840,8.253
476,7.127
5094,7.716
1126,5.679
3349,8.212
792,6.925
2701,8.193
713,5.422
5311,14.099
5048,8.476
2221,6.338
4319,8.099
3257,4.261
1036,6.433
5602,5.326
2924,7.931
4055,10.256
3417,8.953
1538,6.833
6038,9.816
5713,4.156
423,6.334
1758,7.795
4118,9.14
462,7.372
4244,7.441
5768,7.241
5631,5.114
2602,8.099
2139,8.193
3331,8.275
1278,5.277
5727,7.541
2811,7.082
431,8.623
4700,7.396
4620,9.265
4859,8.839
5241,7.716
2138,8.193
5075,8.3
4053,10.256
1389,7.545
3083,8.023
605,6.496
5019,8.464
1999,8.667
1876,8.899
2777,7.287
4755,10.21
3579,8.488
3929,13.736
1603,14.18
1529,7.197
3903,14.313
6353,8.521
4141,9.419
5741,7.335
5830,6.589
1757,7.795
3900,14.313
5885,9.199
5734,7.363
280,6.565
3209,4.781
1499,7.574
4373,7.852
1779,7.193
3367,8.358
4210,7.931
1059,6.262
2548,8.304
6385,8.523
1950,8.523
5570,6.623
3373,8.358
4039,10.524
2966,7.057
494,5.946
6186,7.61
1931,8.521
5273,6.989
5399,12.187
940,8.622
881,9.017
3509,7.274
1306,9.524
5675,4.42
2760,7.484
493,5.946
1891,8.743
3231,4.584
5558,6.989
5532,7.716
1940,8.625
3980,11.627
1475,7.564
4717,6.895
3902,14.313
810,6.551
4054,10.256
2628,7.771
456,7.372
2338,6.866
827,6.132
4635,8.951
5282,6.623
128,6.908
5691,4.125
2665,7.866
3968,12.187
1654,13.503
6250,5.774
838,5.964
2739,7.527
6358,8.521
4364,7.852
3754,8.021
2341,6.866
690,5.801
2017,8.185
4860,8.839
5717,4.145
4818,10.148
1424,7.17
1930,8.521
717,7.259
2807,7.082
2153,6.842
1680,12.187
171,8.099
1210,6.38
4708,7.147
2504,8.89
5934,8.494
4181,8.163
2184,6.986
3162,5.435
1048,6.433
3230,4.584
3497,7.287
401,6.664
997,7.557
784,6.855
5416,11.627
1131,5.401
2495,8.975
2176,6.868
821,6.132
3835,8.253
2671,7.866
923,8.595
757,7.007
6337,8.724
2800,7.274
2195,6.614
75,7.962
1576,13.975
3073,8.252
4425,6.565
1244,5.667
5701,4.125
5259,7.244
4738,9.593
4944,8.684
3766,7.827
4232,7.852
3321,8.117
1905,8.724
4923,8.512
4938,8.684
5411,11.627
5256,7.244
779,6.855
5674,4.42
770,6.858
2577,8.35
2640,7.658
2245,6.162
5240,7.716
805,6.551
5393,12.187
1652,13.503
304,7.343
3280,4.156
5913,8.744
1896,8.724
1829,5.965
4526,8.513
5065,8.3
2874,8.2
4816,10.148
4849,9.285
1178,6.56
1005,6.299
2655,7.806
2830,7.139
6407,8.567
6172,7.804
2833,7.139
4866,9.262
1018,6.29
2258,6.169
1830,5.965
1032,6.315
2377,6.617
3655,7.767
3008,8.283
4,8.106
3176,5.326
5108,7.244
2255,6.162
1318,9.199
2747,7.527
6349,8.549
847,5.668
1271,5.277
1333,9.003
1500,7.574
3447,7.856
4760,10.21
2018,8.185
4807,10.148
5120,6.989
5833,6.547
3710,7.405
755,7.007
5466,8.36
1989,8.684
85,7.962
2693,8.15
789,6.925
2107,7.943
2070,7.658
528,5.143
3357,8.212
4591,9.849
5433,10.199
2309,6.697
170,8.099
5214,8.3
3571,7.293
1461,7.346
120,7.143
3585,8.512
520,5.143
4138,9.419
6220,6.906
3478,7.484
5500,8.3
2519,8.471
5828,6.589
2774,7.343
2348,6.774
2397,6.403
6301,8.899
489,5.946
4427,6.565
5818,6.759
729,7.092
3126,7.671
2564,8.535
5230,8.177
718,7.259
1099,6.123
2293,6.548
2206,6.339
6309,8.899
4719,9.521
5016,8.464
2000,8.667
6146,8.839
1276,5.277
2478,9.331
5429,10.926
1361,8.257
4749,9.816
4031,10.409
1381,7.874
5786,6.934
2421,5.936
514,5.644
1563,6.334
912,8.818
5446,8.464
415,6.334
5492,8.395
3888,14.18
6316,8.743
4889,8.861
1074,6.425
3672,7.598
347,7.574
639,6.489
568,3.879
4436,9.014
524,5.143
4896,8.763
5756,7.508
87,7.866
5350,14.021
1023,6.315
4220,7.852
5154,8.554
3079,8.023
5475,8.476
6109,9.653
5716,4.145
2429,5.527
973,8.09
106,7.348
1152,6.384
3933,13.736
1646,13.503
5736,7.363
986,7.872
3480,7.343
3358,8.212
3320,8.117
2082,7.806
1656,13.503
6010,9.521
2057,7.771
724,7.092
4046,10.524
4093,9.357
3676,7.467
4421,6.565
2615,8.067
6386,8.523
856,5.329
4443,8.963
5698,4.125
3764,8.021
2059,7.771
4302,8.2
771,6.858
3604,8.445
4350,7.931
2775,7.343
2607,8.099
